 Mineral Name   ,   Locality Count   ,   mindat ID 1   ,   Locality Longname 1   ,   Max Age 1   ,   Min Age 1   ,   mindat ID 2   ,   Locality Longname 2   ,   Max Age 2   ,   Min Age 2   
Itoite,1,2428,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Oshikoto Region, Namibia",600,519,,,,
Itsiite,1,259626,"Trench 1, Gun Claim (Gunn Claim), Wilson Lake, Itsi Mt., Watson Lake Mining District, Yukon, Canada",,,,,,
Ivanyukite-Cu,1,2672,"Koashva Open Pit (Vostochnyi Mine), Koashva Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Ivanyukite-K,1,2672,"Koashva Open Pit (Vostochnyi Mine), Koashva Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Ivanyukite-Na,1,2672,"Koashva Open Pit (Vostochnyi Mine), Koashva Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Ivsite,2,2654,"Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,38665,"Blue Lizard Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA",252,0
Iwashiroite-(Y),1,5813,"Suishoyama Pegmatite (Suishouyama; Suisyoyama; Suishyoyama), Iizaka Village (IIsaka), Kawamata, Fukushima, Japan",147,71,,,,
Iwateite,2,4429,"Woods Mine (Wood's Rhodonite Mine), Tamworth, Darling Co., New South Wales, Australia",,,159577,"Matsumaezawa Pit (no. 3 Orebody), Tanohata Mine, Tanohata-mura, Shimohei District, Iwate, Japan",122,113
Ixiolite-(Mn2+),148,,,,,,,,
Iyoite,1,259428,"Ohku Mine, Ikata (Sadamisaki Peninsula), Ehime, Japan",,,,,,
Izoklakeite,25,,,,,,,,
Jáchymovite,3,,,,,,,,
Jacobsite,172,,,,,,,,
Jacquesdietrichite,1,10226,"Tachgagalt Mine, Ouarzazate Province, Drâa-Tafilalet Region, Morocco",,,,,,
Jacutingaite,1,16960,"Cauê Mine, Itabira, Minas Gerais, Brazil",2660.9,463,,,,
Jadarite,1,144296,"Jadar Valley, Loznica, Mačva District, Serbia",23,11.6,,,,
Jadeite,154,,,,,,,,
Jaffeite,2,218628,"Cerro Mazahua, Zitacuaro Municipality, Michoacan, Mexico",,,2427,"Kombat Mine (Klein Otavi; Asis), Kombat, Grootfontein, Otjozondjupa Region, Namibia",601,537
Jagoite,2,3167,"Långban, Filipstad, Värmland County, Sweden",1898,1000,3182,"Harstigen Mine, Pajsberg, Persberg Ore District, Filipstad, Värmland County, Sweden",1890,1825
Jagowerite,1,72437,"Hess River, Mayo Mining District, Yukon, Canada",,,,,,
Jagüéite,3,,,,,,,,
Jahnsite-(CaFeMg),1,169,"Tom's Quarry (Old Toms Quarry; Tom's Phosphate Quarry), Kapunda, North Mt Lofty Ranges, Mt Lofty Ranges, South Australia, Australia",,,,,,
Jahnsite-(CaMnFe),27,,,,,,,,
Jahnsite-(CaMnMg),14,,,,,,,,
Jahnsite-(CaMnMn),18,,,,,,,,
Jahnsite-(MnMnFe),2,69153,"Jocão Pegmatite (Gypsy Mine; Cigana Claim), Conselheiro Pena, Minas Gerais, Brazil",630,480,25826,"Malpensata Pegmatitic Dyke (Olgiasca-Malpensata; Croce Quarry; Secondi Dyke), Piona Peninsula, Colico, Lecco Province, Lombardy, Italy",215,215
Jahnsite-(MnMnMg),1,418,"Sapucaia Mine (Proberil Mine; Proberil Claim), Sapucaia Do Norte, Galiléia, Minas Gerais, Brazil",630,582,,,,
Jahnsite-(MnMnMn),6,,,,,,,,
Jahnsite-(MnMnZn),1,274643,"Herdade Dos Pendões Mine, São Luís, Odemira, Beja, Portugal",,,,,,
Jahnsite-(NaFeMg),3,,,,,,,,
Jahnsite-(NaMnMg),3,,,,,,,,
Jaipurite,6,,,,,,,,
Jakobssonite,4,,,,,,,,
Jalpaite,116,,,,,,,,
Jamborite,32,,,,,,,,
Jamesite,4,,,,,,,,
Jamesonite,784,,,,,,,,
Janchevite,1,2427,"Kombat Mine (Klein Otavi; Asis), Kombat, Grootfontein, Otjozondjupa Region, Namibia",601,537,,,,
Janggunite,5,,,,,,,,
Janhaugite,2,2502,"Gjerdingselva (Gjerdingen), Nordmarka, Lunner, Oppland, Norway",,,2680,"Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6
Jankovićite,2,708,"Jiepaiyu Mine (Shimen Mine), Shimen Deposit (Huangchang Deposit), Shimen Co., Changde, Hunan, China",,,2246,"Crven Dol, Allchar (Alšar; Alsar; Alshar), Rožden (Rozhden; Roszdan), Kavadarci, North Macedonia",5.1,3.9
Jarandolite,2,13527,"Kohnstein Quarry, Niedersachswerfen, Nordhausen, Harz, Thuringia, Germany",,,4440,"Pobrdzhsky Potok & Peskanya Deposits, Baljevac Na Ibru, Jarandol Basin, Raška, Raška District, Serbia",,
Jarlite,2,249096,"Valle Del Cura, Iglesia Department, San Juan Province, Argentina",,,1958,"Ivigtut Cryolite Deposit, Ivittuut (Ivigtut), Arsuk Fjord, Sermersooq, Greenland, Denmark",1275,1037
Jarosewichite,2,251925,"Buckwheat Dump Mineral Collecting Site, Franklin Mine, Franklin, Franklin Mining District, Sussex Co., New Jersey, USA",1349,940,6833,"Buckwheat Pit (Southwest Opening; Buckwheat Mine), Franklin Mine, Franklin, Franklin Mining District, Sussex Co., New Jersey, USA",1349,940
Jarosite,2228,,,,,,,,
Jaskólskiite,15,,,,,,,,
Jasmundite,6,,,,,,,,
Jasrouxite,1,1708,"Jas Roux, La Chapelle-en-Valgaudemar (La Chapelle-en-Valgaudémar), Hautes-Alpes, Provence-Alpes-Côte D'Azur, France",251,3,,,,
Jaszczakite,1,27134,"Alsó-Rózsa Adit, Nagybörzsöny (Deutsch Pilsen; Deutschpilsen), Börzsöny Mts, Pest, Hungary",14,14,,,,
Javorieite,1,251067,"Biely Vrch, Detva, Detva Co., Banská Bystrica Region, Slovakia",,,,,,
Jeanbandyite,7,,,,,,,,
Jeankempite,1,3851,"Mohawk Mine, Mohawk, Keweenaw Co., Michigan, USA",1060,1047,,,,
Jedwabite,1,7622,"Avrorinskii Placer, Aktai River, Baranchinsky Massif, Nizhnii Tagil, Sverdlovsk Oblast, Russia",,,,,,
Jeffbenite,2,255619,"São Luis River Alluvials, Juína, Juína Kimberlite Field, Mato Grosso, Brazil",,,29748,"Kankan Diamond District, Kankan Region, Guinea",,
Jeffreyite,1,581,"Jeffrey Mine (""Johns-Manville Mine""), Asbestos, Les Sources RCM, Estrie, Québec, Canada",440,440,,,,
Jennite,18,,,,,,,,
Jensenite,3,,,,,,,,
Jentschite,1,3207,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Valais, Switzerland",245,241,,,,
Jeppeite,4,,,,,,,,
Jeremejevite,15,,,,,,,,
Jerrygibbsite,3,,,,,,,,
Jervisite,5,,,,,,,,
Ježekite,1,188817,"Geschieber Vein, Svornost Mine (Einigkeit Mine), Jáchymov, Karlovy Vary District, Karlovy Vary Region, Czech Republic",270,130,,,,
Jianshuiite,5,,,,,,,,
Jimboite,3,,,,,,,,
Jimthompsonite,10,,,,,,,,
Jinshajiangite,5,,,,,,,,
Joanneumite,1,192704,"Pabellón De Pica, Chanabaya, Iquique Province, Tarapacá, Chile",359,66,,,,
Joaquinite-(Ce),11,,,,,,,,
Joegoldsteinite,3,,,,,,,,
Joëlbruggerite,2,195720,"Capitana Mine, Ticnamar Area, Parinacota Province, Arica And Parinacota, Chile",,,3875,"Black Pine Mine (Combination Mine; Black Pine Tailings; Black Pine Dump), Black Pine Ridge, John Long Mts, Philipsburg Mining District (Flint Creek Mining District), Granite Co., Montana, USA",,
Joesmithite,2,3167,"Långban, Filipstad, Värmland County, Sweden",1898,1000,3182,"Harstigen Mine, Pajsberg, Persberg Ore District, Filipstad, Värmland County, Sweden",1890,1825
Johachidolite,2,193876,"Pyant Gyi Mine (Pyan Gyi), Pein-Pyit (Painpyit; Pyan Pyit), Mogok Township, Pyin-Oo-Lwin District, Mandalay Region, Myanmar",32,18.7,127065,"Sangpal-tong (Johachido), Changbaeng-myon, Kilchu-gun, North Hamgyong Province, North Korea",,
Johannite,69,,,,,,,,
Johannsenite,73,,,,,,,,
Johillerite,4,,,,,,,,
Johnbaumite,8,,,,,,,,
Johninnesite,2,2427,"Kombat Mine (Klein Otavi; Asis), Kombat, Grootfontein, Otjozondjupa Region, Namibia",601,537,191651,"Schmorrasgrat-South, Ausserferrera, Ferrera Valley, Hinterrhein Valley, Grisons, Switzerland",,
Johnsenite-(Ce),1,599,"Poudrette Quarry (De-Mix Quarry; Demix Quarry; Uni-Mix Quarry; Carrière Mont Saint-Hilaire; MSH), Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, Canada",124,124,,,,
Johnsomervilleite,11,,,,,,,,
Johntomaite,1,5762,"Spring Creek Mine, Wilmington, South Flinders Ranges, Flinders Ranges, South Australia, Australia",,,,,,
Johnwalkite,1,20062,"Champion Mine, Keystone, Keystone District, Pennington Co., South Dakota, USA",,,,,,
Jôkokuite,7,,,,,,,,
Joliotite,3,,,,,,,,
Jolliffeite,3,,,,,,,,
Jonassonite,19,,,,,,,,
Jonesite,2,12696,"Vechec, Vranov Nad Topľou Co., Prešov Region, Slovakia",,,3531,"California State Gem Mine (Dallas Gem Mine; Benitoite Mine; Benitoite Gem Mine; Gem Mine), Santa Rita Peak, New Idria District, Diablo Range, San Benito Co., California, USA",5.3,0
Joosteite,1,107138,"Helikon II Pegmatite, Okongava Ost Farm 72, Karibib, Erongo Region, Namibia",511.7,487.7,,,,
Jordanite,105,,,,,,,,
Jordisite,102,,,,,,,,
Jørgensenite,1,1958,"Ivigtut Cryolite Deposit, Ivittuut (Ivigtut), Arsuk Fjord, Sermersooq, Greenland, Denmark",1275,1037,,,,
Jörgkellerite,1,14962,"Mt Oldoinyo Lengai (Ol Doinyo Lengai), Arusha Region, Tanzania",0.015,0,,,,
Joséite-A,50,,,,,,,,
Joséite-B,86,,,,,,,,
Joteite,1,188174,"Jote Mine, Pampa Larga District, Tierra Amarilla, Copiapó Province, Atacama, Chile",,,,,,
Jouravskite,6,,,,,,,,
Juabite,6,,,,,,,,
Juangodoyite,2,69589,"Santa Rosa Mine, Santa Rosa-Huantajaya District, Iquique Province, Tarapacá, Chile",174,100,298088,"Rudna 9 Mine, Gmina Polkowice, Polkowice Co., Lower Silesian Voivodeship, Poland",,
Juanitaite,4,,,,,,,,
Juanite,4,,,,,,,,
Juansilvaite,1,190910,"Torrecillas Mine, Salar Grande, Iquique Province, Tarapacá, Chile",174,145,,,,
Julgoldite-(Fe2+),15,,,,,,,,
Julgoldite-(Fe3+),5,,,,,,,,
Julgoldite-(Mg),1,53680,"Sugashima, Toba City, Mie, Japan",,,,,,
Julienite,1,4327,"Shamitumba (Chamibumba), Shinkolobwe, Kambove District, Haut-Katanga, DR Congo",900,542,,,,
Jungite,2,1769,"Hagendorf South Pegmatite (Cornelia Shaft; Hagendorf South Open Cut), Hagendorf, Waidhaus, Upper Palatinate, Bavaria, Germany",561,4.528,4033,"North Carolina, USA",1846,62.73
Junitoite,2,46144,"Christmas Open Pit, Christmas Mine (Red Bird Shafts; Inspiration Mine; Hackberry Shafts), Christmas, Christmas Area, Banner District, Dripping Spring Mts, Gila Co., Arizona, USA",76,62,8541,"Franklin Mine, Franklin, Franklin Mining District, Sussex Co., New Jersey, USA",1698,940
Junoite,18,,,,,,,,
Juonniite,2,2722,"Kovdor Zheleznyi Mine (Iron Mine), Kovdor Massif, Murmansk Oblast, Russia",500,370.7,298139,"Phoscorite-carbonatite Pipe, Kovdor Massif, Murmansk Oblast, Russia",500,370.7
Jurbanite,7,,,,,,,,
Kaatialaite,12,,,,,,,,
Kadyrelite,2,2784,"Arzak Hg Occurrence (Arzakskoye), Uyuk Range, Pii-Khem District, Tuva, Russia",365.5,354.4,2785,"Kadyrel' Hg Occurrence, Oorash-Khem River Valley, Uyuk Range, Pii-Khem District, Tuva, Russia",365.5,354.4
Kaersutite,179,,,,,,,,
Kahlerite,12,,,,,,,,
Kainite,50,,,,,,,,
Kainosite-(Y),99,,,,,,,,
Kainotropite,1,2656,"Yadovitaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Kaitianite,1,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",4567.61,4565.65,,,,
Kalborsite,3,,,,,,,,
Kalgoorlieite,2,11401,"Golden Mile Mines, Kalgoorlie-Boulder, Kalgoorlie-Boulder Shire, Western Australia, Australia",2680,2600,13236,"Teine Mine, Sapporo, Hokkaidō, Japan",,
Kaliborite,8,,,,,,,,
Kalicinite,7,,,,,,,,
Kalifersite,1,2675,"Kukisvumchorr Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Kalininite,4,,,,,,,,
Kalinite,54,,,,,,,,
Kaliochalcite,2,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,2656,"Yadovitaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0
Kaliophilite,8,,,,,,,,
Kalistrontite,11,,,,,,,,
Kalithallite,1,259832,"Northern Fumarole Field, First Scoria Cone (First Cinder Cone), Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Kalsilite,49,,,,,,,,
Kalungaite,1,69699,"Buraco Do Ouro Mine, Cavalcante, Goiás, Brazil",,,,,,
Kamaishilite,2,12391,"Kamaishi Mine, Kamaishi City, Iwate, Japan",,,122833,"Cornet Hill, Hunedoara, Hunedoara, Romania",,
Kamarizaite,4,,,,,,,,
Kambaldaite,3,,,,,,,,
Kamchatkite,2,2656,"Yadovitaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,60981,"Nickel Mine (Bell Nickel; Cottonwood Canyon Nickel Mine; London And Liverpool Mines), Bolivia, Cottonwood Canyon, Table Mountain District, Churchill Co., Nevada, USA",,
Kamenevite,1,295397,"Oleniy Ruchey Underground Mine, Suoluaiv Mt, Lovozero Massif, Murmansk Oblast, Russia",370,359,,,,
Kamiokite,8,,,,,,,,
Kamitugaite,2,4313,"Kobokobo Pegmatite, Mwenga, South Kivu, DR Congo",975.3,969.3,28772,"Evening Star Mine (Silver Queen Mine; Old Queen Group), Tiger Wash, Belmont Mountain, Tonopah, Osborn District, Big Horn Mts, Maricopa Co., Arizona, USA",,
Kamotoite-(Y),7,,,,,,,,
Kampelite,1,2722,"Kovdor Zheleznyi Mine (Iron Mine), Kovdor Massif, Murmansk Oblast, Russia",500,370.7,,,,
Kampfite,2,8237,"Esquire No. 7 Claim, Big Creek, Rush Creek Deposit, Big Creek-Rush Creek District, Fresno Co., California, USA",145,66,4369,"Esquire No. 1 Claim, Rush Creek, Rush Creek Deposit, Big Creek-Rush Creek District, Fresno Co., California, USA",145,66
Kamphaugite-(Y),28,,,,,,,,
Kanemite,4,,,,,,,,
Kangite,1,35,"Allende Meteorite (Pueblito De Allende Meteorite; Qutrixpileo Meteorite [NHM Cat.]), Pueblito De Allende, Chihuahua, Mexico",4567.61,4565.65,,,,
Kaňkite,38,,,,,,,,
Kannanite,1,269621,"Mt Kannan, Uchiko, Ouzu City, Ehime, Japan",,,,,,
Kanoite,7,,,,,,,,
Kanonaite,9,,,,,,,,
Kanonerovite,1,31383,"Kazennitsa Vein (Kazionnitsa), Alabashka Pegmatite Field, Yuzhakovo, Prigorodny District, Sverdlovsk Oblast, Russia",250,240,,,,
Kaolinite,5591,,,,,,,,
Kapellasite,2,6026,"Herzog Julius Smelter Slag Locality, Astfeld, Goslar, Harz, Lower Saxony, Germany",,,10471,"Sounion Mine No. 19 (""Chloridstollen""), Sounion Mines, Sounion Area, Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece",20.2,3.6
Kapitsaite-(Y),1,3241,"Dara-i-Pioz Glacier (Dara-Pioz), Alai Range (Alayskiy), Tien Shan Mtn, Districts Of Republican Subordination, Tajikistan",359,170,,,,
Kapundaite,3,,,,,,,,
Kapustinite,3,,,,,,,,
Karasugite,1,5603,"Karasug REE-Sr-Ba-Fe-fluorite Deposit, Tannu-Ola Range, Tuva, Russia",,,,,,
Karchevskyite,1,2722,"Kovdor Zheleznyi Mine (Iron Mine), Kovdor Massif, Murmansk Oblast, Russia",500,370.7,,,,
Karelianite,17,,,,,,,,
Karenwebberite,2,25826,"Malpensata Pegmatitic Dyke (Olgiasca-Malpensata; Croce Quarry; Secondi Dyke), Piona Peninsula, Colico, Lecco Province, Lombardy, Italy",215,215,273344,"Sahara 03505 Meteorite, Sahara Desert, North Africa",,
Karibibite,19,,,,,,,,
Karlite,3,,,,,,,,
Karnasurtite-(Ce),4,,,,,,,,
Karpenkoite,1,182338,"Little Eva Mine, Yellow Cat Mesa, Thompsons District (S. E. Thomsons), Grand Co., Utah, USA",,,,,,
Karpinskite,1,2804,"Mednorudyanskoye Cu Deposit, Nizhnii Tagil, Sverdlovsk Oblast, Russia",,,,,,
Karpovite,1,20383,"First Scoria Cone (First Cinder Cone), Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Karupmøllerite-Ca,1,20467,"Mellemelv Stream Valley, Head Of Kangerluarsuk, Kangerluarsuk Fjord, Ilímaussaq Complex, Narsaq, Kujalleq, Greenland, Denmark",,,,,,
Kasatkinite,1,2714,"Bazhenovsk Deposit, Asbest, Sverdlovsk Oblast, Russia",,,,,,
Kashinite,29,,,,,,,,
Kaskasite,1,39659,"Kaskasnyunchorr Mt., Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Kasolite,198,,,,,,,,
Kassite,10,,,,,,,,
Kastningite,8,,,,,,,,
Katayamalite,2,2178,"Iwagi Island, Inland Sea (Setonaikai), Ehime, Japan",145,66,302807,"Hodzha-Achkan Massif, Batken, Kyrgyzstan",,
Katerinopoulosite,1,10472,"Esperanza Mine, Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece",20.2,3.6,,,,
Katiarsite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Katoite,9,,,,,,,,
Katophorite,46,,,,,,,,
Katoptrite,7,,,,,,,,
Kawazulite,32,,,,,,,,
Kayrobertsonite,2,1769,"Hagendorf South Pegmatite (Cornelia Shaft; Hagendorf South Open Cut), Hagendorf, Waidhaus, Upper Palatinate, Bavaria, Germany",561,4.528,3280,"Foote Lithium Co. Mine (Foote Mine), Kings Mountain District, Cleveland Co., North Carolina, USA",351,345
Kazakhstanite,6,,,,,,,,
Kazakovite,5,,,,,,,,
Kazanskyite,1,2685,"Kirovskii Apatite Mine (Kirovsky Mine; Kirovskii Mine; Kirov Mine), Kukisvumchorr Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Keckite,10,,,,,,,,
Kegelite,4,,,,,,,,
Kegginite,1,260349,"Packrat Mine, Gateway, Gateway District, Mesa Co., Colorado, USA",,,,,,
Keilite,6,,,,,,,,
Keithconnite,40,,,,,,,,
Keiviite-(Y),13,,,,,,,,
Keiviite-(Yb),2,50519,"Stetind Pegmatite, Tysfjord, Nordland, Norway",1788,1696,2670,"Ploskaya Mt, Western Keivy Massif, Keivy Mountains, Murmansk Oblast, Russia",1682,1682
Keldyshite,9,,,,,,,,
Kellyite,11,,,,,,,,
Kelyanite,1,19414,"Kelyana Hg Deposit, Middle Kelyana River, North-Muya Range, Baunt District, Buriatia Republic (Buryatia), Zabaykalsky Krai, Russia",250,235,,,,
Kemmlitzite,7,,,,,,,,
Kempite,3,,,,,,,,
Kenhsuite,3,,,,,,,,
Kenngottite,1,308120,"Stannum Mine (New Hubner Shaft), Huber Stock (Huber Shaft; Hub Stock), Krásno (Schönfeld), Horní Slavkov, Sokolov District, Karlovy Vary Region, Czech Republic",350,350,,,,
Kenoplumbomicrolite,1,2670,"Ploskaya Mt, Western Keivy Massif, Keivy Mountains, Murmansk Oblast, Russia",1682,1682,,,,
Kenotobermorite,1,3067,"N'Chwaning II Mine, N'Chwaning Mines, Kuruman, Kalahari Manganese Field, Northern Cape, South Africa",2400,1010,,,,
Kentbrooksite,19,,,,,,,,
Kentrolite,22,,,,,,,,
Kenyaite,8,,,,,,,,
Kerimasite,8,,,,,,,,
Kermesite,230,,,,,,,,
Kernite,10,,,,,,,,
Kësterite,82,,,,,,,,
Kettnerite,46,,,,,,,,
Keutschite,2,1782,"Clara Mine, Rankach Valley, Oberwolfach, Wolfach, Ortenaukreis, Freiburg, Baden-Württemberg, Germany",387,110,2544,"Uchucchacua Mine, Oyon Province, Lima, Peru",24.5,24.5
Keyite,2,10472,"Esperanza Mine, Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece",20.2,3.6,2428,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Oshikoto Region, Namibia",600,519
Keystoneite,4,,,,,,,,
Khademite,15,,,,,,,,
Khaidarkanite,4,,,,,,,,
Khamrabaevite,7,,,,,,,,
Khanneshite,6,,,,,,,,
Kharaelakhite,2,21562,"Komsomol'skii Mine (Komsomolsk Mine; Komsomol'sky Mine; Komsomolsky Mine), Talnakh Cu-Ni Deposit, Noril'sk, Putoran Plateau, Taimyr Peninsula, Taymyrskiy Autonomous Okrug, Krasnoyarsk Krai, Russia",251.3,213.3,2749,"Oktyabrsky Mine (Oktyabr'skoe Cu-Ni Deposit; Oktyabr'skoye; Oktyabr'sky), Talnakh Cu-Ni Deposit, Noril'sk, Putoran Plateau, Taimyr Peninsula, Taymyrskiy Autonomous Okrug, Krasnoyarsk Krai, Russia",251.3,213.3
Khatyrkite,1,2717,"Khatyrka Meteorite, Listvenitovyi Stream, Khatyrka River, Chetkinvaiam Tectonic Melange, Iomrautvaam Massif, Koryak Upland (Koriak; Koriakskhiye), Kamchatka Krai, Russia",,,,,,
Khesinite,3,,,,,,,,
Khibinskite,6,,,,,,,,
Khinite,14,,,,,,,,
Khmaralite,2,10483,"Pegmatite Outcrop, Khmara Bay, Casey Bay, Napier Complex, Enderby Land, Eastern Antarctica, Antarctica",2485,2448,125924,"Zircon Point Pegmatite, Khmara Bay, Casey Bay, Napier Complex, Enderby Land, Eastern Antarctica, Antarctica",2464,2448
Khomyakovite,1,599,"Poudrette Quarry (De-Mix Quarry; Demix Quarry; Uni-Mix Quarry; Carrière Mont Saint-Hilaire; MSH), Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, Canada",124,124,,,,
Khorixasite,2,4334,"Mashamba West Mine, Kolwezi Mining District, Lualaba, DR Congo",900,900,126216,"Mesopotamia 504 Farm, Mesopotamia Copper Valley, Khorixas, Kunene Region, Namibia",,
Khrenovite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Khristovite-(Ce),2,20449,"Rhodonite Occurrence, Muzeinyi Valley, Inyl'chek Range, Issyk-Kul Oblast (Ysyk-Köl Oblast), Kyrgyzstan",,,3085,"Rössing Uranium Mine, Arandis, Erongo Region, Namibia",510,450
Khurayyimite,1,309768,"North Siwaqa Complex, Daba-Siwaqa Complex, Transjordan Plateau, Amman, Jordan",,,,,,
Khvorovite,1,3241,"Dara-i-Pioz Glacier (Dara-Pioz), Alai Range (Alayskiy), Tien Shan Mtn, Districts Of Republican Subordination, Tajikistan",359,170,,,,
Kiddcreekite,9,,,,,,,,
Kidwellite,53,,,,,,,,
Kieftite,3,,,,,,,,
Kieserite,80,,,,,,,,
Kihlmanite-(Ce),1,133859,"Khibiny Station, Kihlman Mt., Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Kilchoanite,9,,,,,,,,
Killalaite,5,,,,,,,,
Kimrobinsonite,2,12220,"Forrestania Rubellite Pegmatite (Mount Hope Pegmatite), Mount Holland Pegmatite Field, Yilgarn Shire, Western Australia, Australia",2644,2608,146316,"Pavlovskoe REE-coal Deposit, Khanka Lake, Primorsky Krai, Russia",419,393
Kimuraite-(Y),10,,,,,,,,
Kimzeyite,17,,,,,,,,
Kingite,12,,,,,,,,
Kingsmountite,12,,,,,,,,
Kingstonite,4,,,,,,,,
Kinichilite,2,10178,"Kawazu Mine (Rendaiji Mine; Rendaizi Mine), Rendaiji, Shimoda City, Shizuoka, Japan",1.79,1.1,2356,"Moctezuma Mine (Bambolla Mine), Moctezuma, Moctezuma Municipality, Sonora, Mexico",48,18
Kinoite,17,,,,,,,,
Kinoshitalite,20,,,,,,,,
Kintoreite,41,,,,,,,,
Kipushite,8,,,,,,,,
Kircherite,1,26476,"Biachella Valley, Sacrofano, Sacrofano Caldera, Metropolitan City Of Rome Capital, Lazio, Italy",,,,,,
Kirchhoffite,1,3241,"Dara-i-Pioz Glacier (Dara-Pioz), Alai Range (Alayskiy), Tien Shan Mtn, Districts Of Republican Subordination, Tajikistan",359,170,,,,
Kirkiite,3,,,,,,,,
Kirschsteinite,33,,,,,,,,
Kitagohaite,3,,,,,,,,
Kitkaite,1,10244,"Kitka River Valley, Kuusamo, North Ostrobothnia, Finland",2100,1800,,,,
Kittatinnyite,1,8854,"Taylor Mine, Franklin Mine, Franklin, Franklin Mining District, Sussex Co., New Jersey, USA",1349,940,,,,
Kladnoite,4,,,,,,,,
Klajite,2,158151,"Jáchymov Ore District, Karlovy Vary Region, Czech Republic",,,66352,"RM-48 Adit (Lejtakna), Recsk, Mátra Mts, Heves, Hungary",35.7,34.9
Klaprothite,2,38665,"Blue Lizard Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA",252,0,27591,"Markey Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA",252,201
Klebelsbergite,16,,,,,,,,
Kleberite,4,,,,,,,,
Kleemanite,3,,,,,,,,
Kleinite,3,,,,,,,,
Klöchite,1,20464,"Basalt Quarry, Klöch, Bad Radkersburg, Styria, Austria",,,,,,
Klockmannite,63,,,,,,,,
Klyuchevskite,1,2656,"Yadovitaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Knasibfite,1,5552,"La Fossa Crater, Vulcano Island, Lipari, Eolie Islands (Aeolian Islands), Messina Province, Sicily, Italy",,,,,,
Knorringite,4,,,,,,,,
Koashvite,3,,,,,,,,
Kobeite-(Y),8,,,,,,,,
Kobellite,87,,,,,,,,
Kobokoboite,3,,,,,,,,
Kobyashevite,3,,,,,,,,
Kochite,3,,,,,,,,
Kochkarite,5,,,,,,,,
Kochsándorite,3,,,,,,,,
Koechlinite,39,,,,,,,,
Koenenite,12,,,,,,,,
Kogarkoite,14,,,,,,,,
Kojonenite,1,16398,"Minneapolis Adit, J-M Reef (Howland Reef), Stillwater Complex, Nye, Stillwater Co., Montana, USA",2906,2681,,,,
Kokchetavite,4,,,,,,,,
Kokinosite,1,240986,"St Jude Mine, Gypsum Valley, Slick Rock District, San Miguel Co., Colorado, USA",,,,,,
