name,imayear,discovery_year,yearrruff,locality_counts,rarity_group
Malanite,,1974.0,1995.0,40.0,Transitional
Malayaite,1964.0,1964.0,1964.0,44.0,Transitional
Maldonite,,1869.0,1869.0,106.0,Ubiquitous
Maleevite,2002.0,,2002.0,1.0,Endemic
Maletoyvayamite,,,2019.0,2.0,Generally Rare
Malhmoodite,,1993.0,1992.0,6.0,Transitional
Malinkoite,2000.0,,2000.0,3.0,Generally Rare
Malladrite,,1926.0,1926.0,8.0,Transitional
Mallardite,,1879.0,1879.0,16.0,Transitional
Mallestigite,,,1996.0,6.0,Transitional
Malyshevite,2006.0,,2006.0,8.0,Transitional
Mambertiite,2013.0,,2013.0,2.0,Generally Rare
Mammothite,1983.0,1983.0,1983.0,10.0,Transitional
Manaevite-(Ce),,,2018.0,2.0,Generally Rare
Manaksite,,1992.0,1990.0,2.0,Generally Rare
Manandonite,,1912.0,1912.0,4.0,Generally Rare
Mandarinoite,,1978.0,1977.0,16.0,Transitional
Maneckiite,2015.0,,2015.0,1.0,Endemic
Manganarsite,,1986.0,1985.0,3.0,Generally Rare
Manganbabingtonite,,,1966.0,11.0,Transitional
Manganbelyankinite,1957.0,1957.0,1957.0,5.0,Transitional
Manganberzeliite,,,1878.0,29.0,Transitional
Manganflurlite,2013.0,,2017.0,1.0,Endemic
Mangangordonite,1989.0,1989.0,1989.0,8.0,Transitional
Manganhumite,1969.0,1969.0,1969.0,19.0,Transitional
Mangani-dellaventuraite,2003.0,,2003.0,1.0,Endemic
Mangani-obertiite,1998.0,,1998.0,6.0,Transitional
Mangani-pargasite,,1930.0,2019.0,1.0,Endemic
Manganiakasakaite-(La),2013.0,,2017.0,2.0,Generally Rare
Manganiandrosite-(Ce),2002.0,,2002.0,3.0,Generally Rare
Manganiandrosite-(La),1994.0,,1994.0,3.0,Generally Rare
Manganiceladonite,2015.0,,2015.0,1.0,Endemic
Manganilvaite,2002.0,,2002.0,7.0,Transitional
Manganite,,1827.0,1826.0,866.0,Ubiquitous
Manganlotharmeyerite,2002.0,,2001.0,5.0,Transitional
Mangano-ferri-eckermannite,1969.0,1969.0,1968.0,6.0,Transitional
Mangano-mangani-ungarettiite,,1995.0,1994.0,3.0,Generally Rare
Manganoarrojadite-(KNa),2013.0,,2020.0,1.0,Endemic
Manganobadalovite,2013.0,,2020.0,1.0,Endemic
Manganoblödite,2012.0,,2012.0,3.0,Generally Rare
Manganochromite,,1978.0,1975.0,6.0,Transitional
Manganoeudialyte,2009.0,,2009.0,10.0,Transitional
Manganohörnesite,,1854.0,1951.0,12.0,Transitional
Manganokaskasite,,,2013.0,1.0,Endemic
Manganokhomyakovite,,,1998.0,1.0,Endemic
Manganokukisvumite,2002.0,,2002.0,3.0,Generally Rare
Manganolangbeinite,,1924.0,1924.0,2.0,Generally Rare
Manganonaujakasite,,,1999.0,1.0,Endemic
Manganoneptunite,,,1923.0,35.0,Transitional
Manganonordite-(Ce),,,1997.0,3.0,Generally Rare
Manganoquadratite,2011.0,,2011.0,3.0,Generally Rare
Manganosegelerite,1984.0,1984.0,1984.0,3.0,Generally Rare
Manganosite,,1817.0,1874.0,80.0,Ubiquitous
Manganostibite,,1884.0,1874.0,8.0,Transitional
Manganotychite,,1990.0,1989.0,2.0,Generally Rare
Manganvesuvianite,2000.0,,2000.0,7.0,Transitional
Mangazeite,2005.0,,2005.0,3.0,Generally Rare
Manitobaite,2009.0,,2008.0,1.0,Endemic
Manjiroite,,1967.0,1966.0,28.0,Transitional
Mannardite,1983.0,1983.0,1983.0,27.0,Transitional
Mansfieldite,,1948.0,1948.0,51.0,Transitional
Mantienneite,,1984.0,1983.0,3.0,Generally Rare
Maohokite,2013.0,,2017.0,1.0,Endemic
Maoniupingite-(Ce),2003.0,,2003.0,2.0,Generally Rare
Mapimite,1978.0,1978.0,1978.0,3.0,Generally Rare
Mapiquiroite,2013.0,,2013.0,2.0,Generally Rare
Marathonite,,,2016.0,2.0,Generally Rare
Marcasite,,1845.0,0.0,6340.0,Ubiquitous
Marchettiite,2013.0,,2017.0,1.0,Endemic
Marcobaldiite,2016.0,,2015.0,1.0,Endemic
Marécottite,2001.0,,2001.0,13.0,Transitional
Margaritasite,1980.0,1980.0,1980.0,2.0,Generally Rare
Margarite,,1820.0,1821.0,190.0,Ubiquitous
Margarosanite,,1916.0,1916.0,8.0,Transitional
Marialite,,1866.0,1866.0,159.0,Ubiquitous
Marićite,,,1976.0,11.0,Transitional
Maricopaite,,1988.0,1985.0,1.0,Endemic
Mariinskite,2011.0,,2011.0,3.0,Generally Rare
Marinaite,,,2016.0,1.0,Endemic
Marinellite,2002.0,,2002.0,5.0,Transitional
Markascherite,2010.0,,2010.0,1.0,Endemic
Markcooperite,2009.0,,2009.0,4.0,Generally Rare
Markeyite,2013.0,,2017.0,1.0,Endemic
Markhininite,,,2012.0,1.0,Endemic
Marklite,2016.0,,2015.0,2.0,Generally Rare
Marokite,,1963.0,1963.0,9.0,Transitional
Marrite,,1904.0,1905.0,9.0,Transitional
Marrucciite,2006.0,,2006.0,3.0,Generally Rare
Marshite,,1892.0,1892.0,15.0,Transitional
Marsturite,,1978.0,1977.0,8.0,Transitional
Marthozite,,1969.0,1968.0,4.0,Generally Rare
Martinandresite,2013.0,,2017.0,1.0,Endemic
Martinite,2001.0,,2001.0,1.0,Endemic
Martyite,2007.0,,2007.0,5.0,Transitional
Marumoite,1998.0,,1998.0,2.0,Generally Rare
Maruyamaite,2013.0,,2013.0,1.0,Endemic
Mascagnite,,1800.0,1800.0,71.0,Ubiquitous
Maslovite,,1979.0,1978.0,27.0,Transitional
Massicot,,1841.0,1841.0,226.0,Ubiquitous
Masutomilite,,,1974.0,13.0,Transitional
Masuyite,,1947.0,1947.0,26.0,Transitional
Mathesiusite,2013.0,,2013.0,2.0,Generally Rare
Mathewrogersite,,1986.0,1984.0,1.0,Endemic
Mathiasite,,1983.0,1982.0,9.0,Transitional
Matildite,,1883.0,1883.0,322.0,Ubiquitous
Matioliite,2005.0,,2005.0,4.0,Generally Rare
Matlockite,,1851.0,1851.0,44.0,Transitional
Matsubaraite,2000.0,,2000.0,2.0,Generally Rare
Mattagamite,,1973.0,1972.0,9.0,Transitional
Matteuccite,,,1952.0,3.0,Generally Rare
Mattheddleite,1985.0,,1985.0,40.0,Transitional
Matulaite,1977.0,1977.0,1977.0,11.0,Transitional
Matyhite,,,2016.0,1.0,Endemic
Maucherite,,1913.0,1913.0,192.0,Ubiquitous
Mauriziodiniite,2013.0,,2019.0,1.0,Endemic
Mavlyanovite,2008.0,,2008.0,2.0,Generally Rare
Mawbyite,1988.0,1988.0,1988.0,26.0,Transitional
Mawsonite,,1965.0,1964.0,114.0,Ubiquitous
Maxwellite,1987.0,1987.0,1987.0,4.0,Generally Rare
Mayingite,,,1993.0,3.0,Generally Rare
Mazzettiite,2004.0,,2004.0,1.0,Endemic
Mazzite-Mg,,1974.0,1973.0,2.0,Generally Rare
Mazzite-Na,2003.0,1990.0,2003.0,2.0,Generally Rare
Mbobomkulite,1979.0,1979.0,1979.0,2.0,Generally Rare
Mcallisterite,1963.0,1963.0,1963.0,9.0,Transitional
Mcalpineite,,1994.0,1992.0,15.0,Transitional
Mcauslanite,1986.0,1986.0,1986.0,1.0,Endemic
Mcbirneyite,,1987.0,1985.0,3.0,Generally Rare
Mcconnellite,,1976.0,1967.0,3.0,Generally Rare
Mccrillisite,,1994.0,1991.0,1.0,Endemic
Mcgillite,1979.0,1979.0,1979.0,4.0,Generally Rare
Mcgovernite,,1927.0,1927.0,1.0,Endemic
Mcguinnessite,,,1977.0,37.0,Transitional
Mckelveyite-(Y),,,1964.0,13.0,Transitional
Mckinstryite,,1966.0,1966.0,70.0,Transitional
Mcnearite,,1981.0,1980.0,6.0,Transitional
Medaite,,1982.0,1979.0,6.0,Transitional
Medenbachite,1993.0,1984.0,1993.0,5.0,Transitional
Meerschautite,2013.0,,2013.0,1.0,Endemic
Megacyclite,,1993.0,1991.0,3.0,Generally Rare
Megakalsilite,2001.0,,2001.0,1.0,Endemic
Megawite,2010.0,,2009.0,1.0,Endemic
Meieranite,2015.0,,2015.0,1.0,Endemic
Meierite,2014.0,,2014.0,1.0,Endemic
Meifuite,,,2020.0,1.0,Endemic
Meionite,,1801.0,1801.0,204.0,Ubiquitous
Meisserite,2013.0,,2013.0,1.0,Endemic
Meitnerite,,,2017.0,2.0,Generally Rare
Meixnerite,,1975.0,1974.0,6.0,Transitional
Mejillonesite,2011.0,,2010.0,2.0,Generally Rare
Melanarsite,2014.0,,2014.0,1.0,Endemic
Melanocerite-(Ce),,,1887.0,12.0,Transitional
Melanophlogite,,1876.0,1876.0,46.0,Transitional
Melanostibite,,1892.0,1893.0,3.0,Generally Rare
Melanotekite,,1880.0,1880.0,25.0,Transitional
Melanothallite,,1870.0,1870.0,7.0,Transitional
Melanovanadite,,1921.0,1921.0,22.0,Transitional
Melansonite,,,2019.0,1.0,Endemic
Melanterite,,,0.0,1053.0,Ubiquitous
Melcherite,2015.0,,2015.0,1.0,Endemic
Melilite Group,,,,347.0,Ubiquitous
Meliphanite,,1852.0,1852.0,50.0,Transitional
Melkovite,,1968.0,1968.0,4.0,Generally Rare
Melliniite,2005.0,,2005.0,6.0,Transitional
Mellite,,1789.0,1793.0,12.0,Transitional
Mellizinkalite,2014.0,,2014.0,1.0,Endemic
Melonite,,1868.0,1868.0,239.0,Ubiquitous
Mélonjosephite,,,1973.0,7.0,Transitional
Menchettiite,2011.0,,2011.0,1.0,Endemic
Mendeleevite-(Ce),2010.0,,2009.0,1.0,Endemic
Mendeleevite-(Nd),2015.0,,2015.0,1.0,Endemic
Mendigite,2014.0,,2014.0,2.0,Generally Rare
Mendipite,,1839.0,1824.0,19.0,Transitional
Mendozavilite-KCa,2011.0,,2011.0,1.0,Endemic
Mendozavilite-NaCu,2011.0,,2011.0,2.0,Generally Rare
Mendozavilite-NaFe,2010.0,1980.0,1982.0,5.0,Transitional
Mendozite,,1868.0,1868.0,37.0,Transitional
Meneghinite,,1852.0,1852.0,186.0,Ubiquitous
Menezesite,2005.0,,2005.0,1.0,Endemic
Mengeite,2013.0,,2018.0,1.0,Endemic
Mengxianminite,2015.0,,2015.0,1.0,Endemic
Meniaylovite,2002.0,,2002.0,7.0,Transitional
Menshikovite,1993.0,,1993.0,18.0,Transitional
Menzerite-(Y),2009.0,2009.0,2009.0,2.0,Generally Rare
Mercallite,,1935.0,1935.0,5.0,Transitional
Mercury,,,0.0,431.0,Ubiquitous
Mereheadite,,,1996.0,6.0,Transitional
Mereiterite,,1995.0,1993.0,6.0,Transitional
Merelaniite,,,2016.0,1.0,Endemic
Merenskyite,,1966.0,1965.0,188.0,Ubiquitous
Meridianiite,2007.0,2007.0,2007.0,3.0,Generally Rare
Merlinoite,,1977.0,1976.0,18.0,Transitional
Merrihueite,,1965.0,1965.0,5.0,Transitional
Merrillite,1976.0,,1917.0,246.0,Ubiquitous
Mertieite-I,,1973.0,1971.0,18.0,Transitional
Mertieite-II,,1973.0,1973.0,56.0,Transitional
Merwinite,,1921.0,1921.0,28.0,Transitional
Mesaite,2015.0,,2015.0,1.0,Endemic
Mesolite,,1816.0,1813.0,513.0,Ubiquitous
Messelite,,1889.0,1890.0,50.0,Transitional
Meta-aluminite,,,1967.0,8.0,Transitional
Meta-alunogen,,,1942.0,11.0,Transitional
Meta-ankoleite,1963.0,,1963.0,13.0,Transitional
Meta-autunite,,1904.0,1904.0,439.0,Ubiquitous
Metaborite,,1964.0,1964.0,4.0,Generally Rare
Metacalciouranoite,,1973.0,1971.0,1.0,Endemic
Metacinnabar,,,1870.0,292.0,Ubiquitous
Metadelrioite,,1970.0,1967.0,2.0,Generally Rare
Metahaiweeite,1959.0,,1959.0,2.0,Generally Rare
Metaheinrichite,,1958.0,1958.0,23.0,Transitional
Metahewettite,,1914.0,1914.0,66.0,Transitional
Metahohmannite,,1938.0,1938.0,9.0,Transitional
Metakahlerite,,1958.0,1958.0,20.0,Transitional
Metakirchheimerite,,1958.0,1958.0,7.0,Transitional
Metaköttigite,,,1979.0,1.0,Endemic
Metalodèvite,,1972.0,1972.0,8.0,Transitional
Metamunirite,,1991.0,1990.0,14.0,Transitional
Metanatroautunite,,1957.0,1957.0,10.0,Transitional
Metanováčekite,,,1964.0,30.0,Transitional
Metarauchite,2008.0,,2008.0,7.0,Transitional
Metarossite,,1927.0,1927.0,40.0,Transitional
Metasaléeite,1950.0,,1950.0,14.0,Transitional
Metaschoderite,,1960.0,1962.0,3.0,Generally Rare
Metaschoepite,,1960.0,1960.0,20.0,Transitional
Metasideronatrite,,1938.0,1938.0,34.0,Transitional
Metastibnite,,1888.0,1888.0,101.0,Ubiquitous
Metastudtite,,1983.0,1981.0,5.0,Transitional
Metaswitzerite,,1967.0,1967.0,27.0,Transitional
Metatamboite,,,2016.0,1.0,Endemic
Metathénardite,2016.0,1905.0,2015.0,6.0,Transitional
Metatorbernite,,1916.0,1916.0,512.0,Ubiquitous
Metatyuyamunite,,1953.0,1954.0,154.0,Ubiquitous
Metauramphite,,,1957.0,,
Metauranocircite-I,,1904.0,1904.0,44.0,Transitional
Metauranopilite,2008.0,1951.0,1935.0,7.0,Transitional
Metauranospinite,,1904.0,1958.0,17.0,Transitional
Metauroxite,,,2019.0,1.0,Endemic
Metavandendriesscheite,,1960.0,1960.0,3.0,Generally Rare
Metavanmeersscheite,1981.0,1981.0,1981.0,5.0,Transitional
Metavanuralite,1970.0,1970.0,1970.0,4.0,Generally Rare
Metavariscite,,1925.0,1925.0,28.0,Transitional
Metavauxite,,1927.0,1927.0,3.0,Generally Rare
Metavivianite,,1974.0,1973.0,34.0,Transitional
Metavoltine,,1883.0,1883.0,96.0,Ubiquitous
Metazellerite,1965.0,1965.0,1965.0,4.0,Generally Rare
Metazeunerite,,1937.0,1937.0,217.0,Ubiquitous
Meurigite-K,1995.0,1995.0,1995.0,21.0,Transitional
Meurigite-Na,2007.0,,2007.0,7.0,Transitional
Meyerhofferite,,1914.0,1914.0,26.0,Transitional
Meymacite,,1961.0,1874.0,11.0,Transitional
Meyrowitzite,,,2018.0,1.0,Endemic
Mgriite,,1982.0,1980.0,2.0,Generally Rare
Mianningite,2014.0,,2014.0,5.0,Transitional
Miargyrite,,1824.0,1829.0,361.0,Ubiquitous
Miassite,1997.0,1981.0,1997.0,12.0,Transitional
Mica Group,,,,2049.0,Ubiquitous
Michalskiite,,,2019.0,1.0,Endemic
Micheelsenite,,1971.0,1999.0,4.0,Generally Rare
Michenerite,,1958.0,1958.0,148.0,Ubiquitous
Michitoshiite-(Cu),2013.0,,2020.0,1.0,Endemic
Microcline,,1830.0,1830.0,5667.0,Ubiquitous
Microlite Group,2010.0,1835.0,,530.0,Ubiquitous
Microsommite,,1872.0,1872.0,8.0,Transitional
Middendorfite,2005.0,,2005.0,1.0,Endemic
Middlebackite,2016.0,,2015.0,5.0,Transitional
Mieite-(Y),2014.0,,2014.0,1.0,Endemic
Miersite,,1898.0,1898.0,14.0,Transitional
Miessiite,2006.0,,2006.0,1.0,Endemic
Miguelromeroite,2009.0,,2008.0,5.0,Transitional
Miharaite,,,1976.0,20.0,Transitional
Mikasaite,,1994.0,1992.0,7.0,Transitional
Mikehowardite,2013.0,,2021.0,1.0,Endemic
Milanriederite,,,2018.0,2.0,Generally Rare
Milarite,,1870.0,1870.0,179.0,Ubiquitous
Millerite,,1845.0,1845.0,1227.0,Ubiquitous
Millisite,,1930.0,1930.0,17.0,Transitional
Millosevichite,,1913.0,1913.0,22.0,Transitional
Millsite,2015.0,1991.0,2015.0,1.0,Endemic
Milotaite,2003.0,,2003.0,1.0,Endemic
Mimetite,,1832.0,1832.0,1297.0,Ubiquitous
Minakawaite,,,2019.0,1.0,Endemic
Minasgeraisite-(Y),1983.0,1983.0,1983.0,7.0,Transitional
Minasragrite,,1915.0,1915.0,2.0,Generally Rare
Mineevite-(Y),,,1991.0,1.0,Endemic
Minehillite,,1984.0,1983.0,1.0,Endemic
Minguzzite,,1955.0,1955.0,2.0,Generally Rare
Minium,,1806.0,1806.0,297.0,Ubiquitous
Minjiangite,2013.0,,2013.0,1.0,Endemic
Minnesotaite,,1944.0,1944.0,71.0,Ubiquitous
Minohlite,2012.0,,2012.0,8.0,Transitional
Minrecordite,,1982.0,1980.0,11.0,Transitional
Minyulite,,1933.0,1933.0,35.0,Transitional
Mirabilite,,1845.0,1845.0,250.0,Ubiquitous
Mirnyite,2013.0,,2020.0,1.0,Endemic
Misakiite,2013.0,,2013.0,2.0,Generally Rare
Misenite,,1849.0,1849.0,6.0,Transitional
Miserite,,1950.0,1950.0,16.0,Transitional
Mitridatite,,1914.0,1914.0,154.0,Ubiquitous
Mitrofanovite,2013.0,,2018.0,1.0,Endemic
Mitryaevaite,1991.0,,1991.0,4.0,Generally Rare
Mitscherlichite,,1925.0,1925.0,6.0,Transitional
Mixite,,1879.0,1880.0,196.0,Ubiquitous
Miyahisaite,2011.0,,2011.0,1.0,Endemic
Moabite,,,2021.0,1.0,Endemic
Moctezumite,,1961.0,1965.0,3.0,Generally Rare
Modderite,,1923.0,1923.0,8.0,Transitional
Moëloite,1998.0,,1998.0,12.0,Transitional
Mogánite,,1984.0,1984.0,60.0,Transitional
Mogovidite,2004.0,,2004.0,1.0,Endemic
Mohite,,1982.0,1981.0,7.0,Transitional
Möhnite,2015.0,,2014.0,1.0,Endemic
Mohrite,,1964.0,1964.0,20.0,Transitional
Moissanite,,,1905.0,77.0,Ubiquitous
Mojaveite,2013.0,,2013.0,11.0,Transitional
Molinelloite,,,2016.0,2.0,Generally Rare
Moluranite,,1959.0,1957.0,6.0,Transitional
Molybdenite,,,1796.0,6433.0,Ubiquitous
Molybdite,,1854.0,1907.0,160.0,Ubiquitous
Molybdofornacite,1982.0,,1982.0,20.0,Transitional
Molybdomenite,,1882.0,1882.0,22.0,Transitional
Molybdophyllite,,1901.0,1901.0,4.0,Generally Rare
Molysite,,1868.0,1868.0,14.0,Transitional
Momoiite,2009.0,,2009.0,5.0,Transitional
Monazite-(Ce),,1829.0,1829.0,1135.0,Ubiquitous
Monazite-(La),,,1966.0,50.0,Transitional
Monazite-(Nd),1986.0,,1986.0,35.0,Transitional
Monazite-(Sm),2001.0,,2001.0,5.0,Transitional
Moncheite,,1963.0,1963.0,171.0,Ubiquitous
Monchetundraite,,,2019.0,1.0,Endemic
Monetite,,1882.0,1882.0,24.0,Transitional
Mongolite,,1985.0,1983.0,5.0,Transitional
Monimolite,1865.0,1865.0,1866.0,5.0,Transitional
Monipite,2007.0,,2007.0,1.0,Endemic
Monohydrocalcite,1964.0,1959.0,1964.0,71.0,Ubiquitous
Montanite,,1868.0,1868.0,33.0,Transitional
Montbrayite,,1945.0,1946.0,25.0,Transitional
Montdorite,,,1979.0,3.0,Generally Rare
Montebrasite,,1870.0,1871.0,233.0,Ubiquitous
Monteneroite,,,2020.0,1.0,Endemic
Monteneveite,,,2018.0,1.0,Endemic
Monteponite,,1901.0,1901.0,6.0,Transitional
Monteregianite-(Y),,,1972.0,1.0,Endemic
Montesommaite,,1990.0,1988.0,4.0,Generally Rare
Montetrisaite,2007.0,,2007.0,9.0,Transitional
Montgomeryite,,1940.0,1940.0,57.0,Transitional
Monticellite,,1831.0,1831.0,200.0,Ubiquitous
Montmorillonite,,1847.0,1847.0,1714.0,Ubiquitous
Montroseite,,1949.0,1953.0,159.0,Ubiquitous
Montroyalite,1985.0,1985.0,1985.0,1.0,Endemic
Montroydite,,1903.0,1903.0,35.0,Transitional
Mooihoekite,,1972.0,1971.0,28.0,Transitional
Moolooite,,1977.0,1980.0,13.0,Transitional
Mooreite,,1929.0,1929.0,3.0,Generally Rare
Moorhouseite,,1965.0,1963.0,14.0,Transitional
Mopungite,1982.0,1982.0,1982.0,9.0,Transitional
Moraesite,,1953.0,1953.0,43.0,Transitional
Moraskoite,2013.0,,2013.0,1.0,Endemic
Mordenite,,1864.0,1864.0,490.0,Ubiquitous
Moreauite,1984.0,1984.0,1984.0,2.0,Generally Rare
Morelandite,1977.0,,1977.0,1.0,Endemic
Morenosite,,1851.0,1850.0,95.0,Ubiquitous
Morimotoite,1992.0,1992.0,1992.0,9.0,Transitional
Morinite,,1891.0,1891.0,25.0,Transitional
Morozeviczite,,1975.0,1974.0,1.0,Endemic
Morrisonite,2014.0,,2014.0,1.0,Endemic
Mosandrite-(Ce),,1839.0,1842.0,70.0,Transitional
Moschelite,,,1987.0,2.0,Generally Rare
Moschellandsbergite,,1938.0,1938.0,25.0,Transitional
Mosesite,,,1910.0,8.0,Transitional
Moskvinite-(Y),2002.0,,2002.0,2.0,Generally Rare
Mössbauerite,2012.0,,2012.0,8.0,Transitional
Mottanaite-(Ce),2001.0,,2001.0,2.0,Generally Rare
Mottramite,,1876.0,1876.0,460.0,Ubiquitous
Motukoreaite,2012.0,,1976.0,6.0,Transitional
Mounanaite,1968.0,1968.0,1968.0,2.0,Generally Rare
Mountainite,,1957.0,1957.0,5.0,Transitional
Mountkeithite,,1973.0,1980.0,5.0,Transitional
Mourite,,1962.0,1962.0,3.0,Generally Rare
Moxuanxueite,,,2020.0,2.0,Generally Rare
Moydite-(Y),1985.0,1985.0,1985.0,1.0,Endemic
Mozartite,,1993.0,1991.0,6.0,Transitional
Mozgovaite,1998.0,,1998.0,3.0,Generally Rare
Mpororoite,,1972.0,1970.0,5.0,Transitional
Mrázekite,1990.0,,1990.0,13.0,Transitional
Mroseite,,1975.0,1974.0,3.0,Generally Rare
Mückeite,,,1988.0,1.0,Endemic
Muirite,1964.0,1964.0,1964.0,3.0,Generally Rare
Mukhinite,1968.0,1968.0,1968.0,6.0,Transitional
Müllerite,,,2019.0,4.0,Generally Rare
Mullite,,1924.0,1924.0,92.0,Ubiquitous
Mummeite,,1986.0,1986.0,13.0,Transitional
Munakataite,2007.0,,2007.0,27.0,Transitional
Mundite,1980.0,1980.0,1980.0,3.0,Generally Rare
Mundrabillaite,,1977.0,1978.0,2.0,Generally Rare
Munirite,,1983.0,1982.0,6.0,Transitional
Muonionalustaite,,,2020.0,1.0,Endemic
Murakamiite,,,2016.0,1.0,Endemic
Murashkoite,,,2012.0,6.0,Transitional
Murataite-(Y),,1974.0,1972.0,4.0,Generally Rare
Murchisite,2010.0,,2010.0,1.0,Endemic
Murdochite,,1953.0,1955.0,46.0,Transitional
Murmanite,,1923.0,1930.0,32.0,Transitional
Murunskite,,,1980.0,5.0,Transitional
Muscovite,,,1850.0,19549.0,Ubiquitous
Museumite,2003.0,,2003.0,1.0,Endemic
Mushistonite,1982.0,1982.0,1982.0,9.0,Transitional
Muskoxite,2012.0,1969.0,1967.0,1.0,Endemic
Muthmannite,,1911.0,1911.0,11.0,Transitional
Mutinaite,,,1996.0,1.0,Endemic
Mutnovskite,2004.0,,2004.0,1.0,Endemic
Nabalamprophyllite,2001.0,,2001.0,4.0,Generally Rare
Nabaphite,,1982.0,1981.0,2.0,Generally Rare
Nabesite,2000.0,,2000.0,3.0,Generally Rare
Nabiasite,,,1997.0,7.0,Transitional
Nabimusaite,,,2012.0,8.0,Transitional
Nabokoite,1985.0,1985.0,1985.0,2.0,Generally Rare
Nacaphite,1979.0,1979.0,1979.0,9.0,Transitional
Nacareniobsite-(Ce),1987.0,,1987.0,15.0,Transitional
Nacrite,,1807.0,1807.0,138.0,Ubiquitous
Nadorite,,1870.0,1870.0,20.0,Transitional
Nafertisite,,,1994.0,3.0,Generally Rare
Nagashimalite,,1980.0,1977.0,3.0,Generally Rare
Nagelschmidtite,,1977.0,1942.0,4.0,Generally Rare
Nagyágite,,1845.0,1845.0,84.0,Ubiquitous
Nahcolite,,1928.0,1929.0,85.0,Ubiquitous
Nahpoite,,1981.0,1981.0,8.0,Transitional
Nakauriite,,1976.0,1976.0,14.0,Transitional
Nakkaalaaqite,2013.0,,2020.0,1.0,Endemic
Naldrettite,2004.0,,2004.0,18.0,Transitional
Nalipoite,1990.0,1990.0,1990.0,2.0,Generally Rare
Nalivkinite,2006.0,,2006.0,1.0,Endemic
Namansilite,1989.0,1989.0,1989.0,10.0,Transitional
Nambulite,,1972.0,1971.0,17.0,Transitional
Namibite,1981.0,1981.0,1981.0,27.0,Transitional
Namuwite,,1982.0,1981.0,79.0,Ubiquitous
Nanlingite,,1976.0,1976.0,1.0,Endemic
Nanpingite,,1988.0,1987.0,11.0,Transitional
Nantokite,,1868.0,1867.0,41.0,Transitional
Naquite,2010.0,,2010.0,9.0,Transitional
Narsarsukite,,1900.0,1901.0,41.0,Transitional
Nashite,2012.0,,2011.0,2.0,Generally Rare
Nasinite,,1961.0,1961.0,1.0,Endemic
Nasledovite,,1958.0,1958.0,2.0,Generally Rare
Nasonite,,1899.0,1899.0,8.0,Transitional
Nastrophite,,1981.0,1980.0,7.0,Transitional
Nataliakulikite,,,2018.0,1.0,Endemic
Nataliyamalikite,,,2016.0,1.0,Endemic
Natalyite,1984.0,1984.0,1984.0,3.0,Generally Rare
Natanite,1980.0,1980.0,1980.0,16.0,Transitional
Natisite,,1975.0,1974.0,8.0,Transitional
Natrite,,1982.0,1981.0,20.0,Transitional
Natroalunite,,1902.0,1902.0,153.0,Ubiquitous
Natroaphthitalite,,,2018.0,1.0,Endemic
Natroboltwoodite,,,1975.0,4.0,Generally Rare
Natrochalcite,,,1908.0,7.0,Transitional
Natrodufrénite,1981.0,,1981.0,52.0,Transitional
Natroglaucocerinite,2012.0,,1995.0,2.0,Generally Rare
Natrojarosite,,1902.0,1902.0,311.0,Ubiquitous
Natrolemoynite,1996.0,,1996.0,2.0,Generally Rare
Natrolite,,1803.0,1803.0,1490.0,Ubiquitous
Natromarkeyite,,,2019.0,1.0,Endemic
Natron,,1747.0,1741.0,58.0,Transitional
Natronambulite,,1985.0,1981.0,11.0,Transitional
Natroniobite,,1960.0,1960.0,6.0,Transitional
Natropalermoite,2013.0,,2013.0,1.0,Endemic
Natropharmacoalumite,2010.0,,2010.0,3.0,Generally Rare
Natropharmacosiderite,1983.0,1983.0,1983.0,19.0,Transitional
Natrophilite,,1890.0,1890.0,6.0,Transitional
Natrophosphate,,1972.0,1971.0,9.0,Transitional
Natrosilite,,1975.0,1974.0,6.0,Transitional
Natrosulfatourea,2013.0,,2020.0,1.0,Endemic
Natrotantite,,1981.0,1980.0,4.0,Generally Rare
Natrotitanite,2011.0,,2011.0,1.0,Endemic
Natrouranospinite,,1957.0,1957.0,16.0,Transitional
Natrowalentaite,,,2018.0,1.0,Endemic
Natroxalate,,,1994.0,5.0,Transitional
Natrozippeite,1971.0,1971.0,1971.0,55.0,Transitional
Naujakasite,,1897.0,1933.0,11.0,Transitional
Naumannite,,1828.0,1828.0,239.0,Ubiquitous
Navajoite,,1954.0,1954.0,13.0,Transitional
Navrotskyite,,,2019.0,1.0,Endemic
Nazarovite,,,2019.0,2.0,Generally Rare
Nchwaningite,,1995.0,1994.0,2.0,Generally Rare
Nealite,,1980.0,1979.0,15.0,Transitional
Nechelyustovite,2006.0,,2006.0,1.0,Endemic
Nefedovite,,1983.0,1982.0,4.0,Generally Rare
Negevite,2013.0,,2013.0,4.0,Generally Rare
Neighborite,,1961.0,1961.0,19.0,Transitional
Nekoite,,1955.0,1956.0,9.0,Transitional
Nekrasovite,,1984.0,1983.0,18.0,Transitional
Nelenite,,1984.0,1982.0,7.0,Transitional
Neltnerite,1979.0,1979.0,1979.0,10.0,Transitional
Nenadkevichite,,1955.0,1955.0,22.0,Transitional
Neotocite,,1848.0,1849.0,218.0,Ubiquitous
Nepheline,,1801.0,1801.0,1635.0,Ubiquitous
Népouite,,,1907.0,73.0,Ubiquitous
Nepskoeite,,,1996.0,1.0,Endemic
Neptunite,,1893.0,1893.0,55.0,Transitional
